category,genus,family,order,class,phylum,pop_state,size_confidence,trend_confidence,bio_status,conservation_dependent,population_trend,kingdom_Animalia,kingdom_Chromista,kingdom_Fungi,kingdom_Plantae,domain_Freshwater,domain_Land,domain_Marine,report_group_Bats,report_group_Freshwater fish,report_group_Freshwater invertebrates,report_group_Frogs,report_group_Hornworts and liverworts,report_group_Lichens,report_group_Macroalgae,report_group_Marine invertebrates,report_group_Marine mammals,report_group_Mosses,report_group_Reptiles,report_group_Seabirds,"report_group_Sharks, rays, and chimaeras",report_group_Shorebirds,report_group_Terrestrial birds,report_group_Terrestrial invertebrates,report_group_Vascular plants
1,1473,854,307.0,67.0,2.0,2,3,3,3,0,-0.08847184986595175,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,54,49,45.0,0.0,0.0,1,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,49,45.0,0.0,0.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,49,45.0,0.0,0.0,2,3,3,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,49,45.0,0.0,0.0,2,3,3,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,54,49,45.0,0.0,0.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,49,45.0,0.0,0.0,2,3,3,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,49,45.0,0.0,0.0,2,3,3,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,49,45.0,0.0,0.0,2,3,3,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,49,45.0,0.0,0.0,2,3,3,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,49,45.0,0.0,0.0,2,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,54,49,45.0,0.0,0.0,1,2,1,0,0,-1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,54,49,45.0,0.0,0.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,54,49,45.0,0.0,0.0,0,2,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,49,45.0,0.0,0.0,1,2,2,3,0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,54,49,45.0,0.0,0.0,1,1,1,3,0,-1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,49,45.0,0.0,0.0,0,2,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,54,49,45.0,0.0,0.0,1,0,2,0,0,-1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,49,45.0,0.0,0.0,1,2,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,49,45.0,0.0,0.0,0,1,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1474,125,65.0,20.0,11.0,0,3,1,3,0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1098,398,43.0,6.0,6.0,0,0,0,0,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1098,398,43.0,6.0,6.0,1,1,2,0,0,-1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,797,96,50.0,11.0,5.0,2,3,3,1,0,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,797,96,50.0,11.0,5.0,2,3,3,1,0,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1475,35,24.0,15.0,10.0,2,3,3,0,0,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1477,187,25.0,11.0,5.0,2,3,3,0,0,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1358,41,33.0,1.0,1.0,1,2,2,0,0,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,201,69,66.0,1.0,1.0,2,3,3,0,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,201,69,66.0,1.0,1.0,2,3,3,0,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,201,69,66.0,1.0,1.0,2,3,3,0,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,201,69,66.0,1.0,1.0,2,3,3,0,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,201,69,66.0,1.0,1.0,2,3,3,0,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,201,69,66.0,1.0,1.0,2,3,3,0,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,201,69,66.0,1.0,1.0,2,3,3,0,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,201,69,66.0,1.0,1.0,2,3,3,0,0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,381,206,1.0,2.0,2.0,0,0,0,3,0,0.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,381,206,1.0,2.0,2.0,2,3,3,3,0,-0.08847184986595175,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,381,206,1.0,2.0,2.0,0,2,2,3,0,0.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,381,206,1.0,2.0,2.0,1,1,1,3,0,0.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,381,206,1.0,2.0,2.0,0,2,2,3,0,0.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1478,951,241.0,4.0,1.0,1,0,0,0,1,-1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1479,165,11.0,1.0,1.0,2,3,3,1,0,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1438,1,2.0,0.0,0.0,1,1,1,0,0,-1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1415,162,31.0,0.0,0.0,0,1,0,3,0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1351,7,14.0,0.0,0.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1414,82,53.0,1.0,1.0,2,3,3,0,1,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,3,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,1,1,1,0,0,-1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,2,3,3,0,0,-0.08847184986595175,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,2,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,13,8,10.0,0.0,0.0,1,0,0,0,1,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,1,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,1,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,1,1,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,2,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,1,1,1,0,0,-1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,2,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,1,1,1,0,0,-1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,2,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,2,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,13,8,10.0,0.0,0.0,0,1,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,2,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,1,1,1,0,0,-1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,1,2,2,0,0,-1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,1,1,1,0,0,-1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,1,0,0,0,1,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,13,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1095,373,166.0,0.0,0.0,1,0,1,0,1,-1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1095,373,166.0,0.0,0.0,1,0,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1353,302,25.0,11.0,5.0,2,3,3,2,0,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1354,80,0.0,4.0,1.0,2,3,3,3,0,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,518,211,70.0,7.0,5.0,2,3,3,1,0,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,518,211,70.0,7.0,5.0,2,3,3,1,0,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,518,211,70.0,7.0,5.0,2,3,3,1,0,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1355,211,70.0,7.0,5.0,2,3,3,1,0,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,75,88,3.0,3.0,4.0,0,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,75,88,3.0,3.0,4.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,75,88,3.0,3.0,4.0,0,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,75,88,3.0,3.0,4.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,75,88,3.0,3.0,4.0,0,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,75,88,3.0,3.0,4.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,75,88,3.0,3.0,4.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,75,88,3.0,3.0,4.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,75,88,3.0,3.0,4.0,0,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,75,88,3.0,3.0,4.0,0,2,2,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,75,88,3.0,3.0,4.0,0,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,75,88,3.0,3.0,4.0,0,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,1356,525,148.0,24.0,2.0,0,0,0,3,0,0.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,1012,20,27.0,3.0,4.0,0,2,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1012,20,27.0,3.0,4.0,0,2,2,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,1357,288,3.0,3.0,4.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,187,10,3.0,3.0,4.0,0,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,187,10,3.0,3.0,4.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,187,10,3.0,3.0,4.0,0,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,187,10,3.0,3.0,4.0,0,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,187,10,3.0,3.0,4.0,1,2,2,3,0,-1.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,187,10,3.0,3.0,4.0,0,0,0,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,187,10,3.0,3.0,4.0,0,2,2,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,1464,415,194.0,17.0,3.0,0,2,2,0,0,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,187,10,3.0,3.0,4.0,1,2,2,0,0,-1.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,729,25,21.0,1.0,1.0,0,0,2,0,0,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,729,25,21.0,1.0,1.0,0,0,2,0,0,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,729,25,21.0,1.0,1.0,0,0,2,0,0,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1476,105,3.0,3.0,4.0,0,2,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,981,168,36.0,10.0,7.0,0,0,0,1,0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,981,168,36.0,10.0,7.0,0,0,0,1,0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,1463,820,198.0,17.0,3.0,0,3,2,0,0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1491,19,26.0,0.0,0.0,1,2,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1458,8,10.0,0.0,0.0,0,1,1,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1459,305,76.0,7.0,5.0,2,3,3,3,0,-0.08847184986595175,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,951,64,36.0,10.0,7.0,0,0,0,1,0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,951,64,36.0,10.0,7.0,0,0,0,1,0,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,692,123,3.0,3.0,4.0,0,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,692,123,3.0,3.0,4.0,0,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,692,123,3.0,3.0,4.0,0,0,0,3,0,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,1460,7,14.0,0.0,0.0,0,2,2,0,0,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,965,371,74.0,13.0,8.0,0,1,1,1,0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,965,371,74.0,13.0,8.0,0,2,0,1,0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
